driver,annual_kWh,sessions,cost_unc,cost_po,cost_smart,peak_unc,peak_po,peak_smart,savings_po_eur,savings_smart_eur,savings_po_pct,savings_smart_pct,peak_drop_smart_pct
120,3047.2426997648035,135,859.1915089806782,794.1562749168561,804.3685652104224,11.0,0.6642579769084521,0.15557301245093363,65.03523406382214,54.82294377025585,7.569352511523094,6.38075949275806,98.58569988680969
122,2542.6198331968867,155,824.4231940570128,639.6387927320072,671.9291360441106,11.0,0.0,0.07363253856942498,184.78440132500555,152.4940580129022,22.413780041252313,18.497060625195914,99.33061328573251
124,2289.9538654215025,140,704.5729066819292,581.7773650763211,593.75813419315,11.0,0.15714285714285714,0.09565558985495275,122.79554160560815,110.81477248877923,17.42836553053021,15.727935524890285,99.13040372859135
125,2874.385229793928,117,884.9194263851305,758.8167693934216,760.9734870420269,11.0,0.20101240832607883,0.21385712101240537,126.10265699170884,123.94593934310353,14.250185184298015,14.006466085779017,98.05584435443268
126,2656.470187105376,81,788.8544585786254,680.6438605606572,711.6335686401803,11.0,0.3696696820666468,0.3434226579674945,108.21059801796821,77.22088993844511,13.71743505296837,9.788990744577058,96.87797583665913
127,2540.572985452858,85,785.2882554994035,665.8953340053345,669.4122934771292,11.0,0.25882352941176473,0.21277613742332754,119.39292149406901,115.87596202227428,15.203706493501699,14.755850633291725,98.06567147796976
128,2474.9581987051147,121,769.8580957697748,640.8440118471215,648.4401510472453,11.0,0.0019241824406976988,0.07961372590635475,129.0140839226533,121.41794472252946,16.758164216439546,15.77147079308488,99.27623885539677
129,3255.4899702557373,111,1008.5901186260273,858.4730244190531,860.9913190779463,11.0,0.5642990150050647,0.3009813495134863,150.11709420697423,147.59879954808105,14.883855337733662,14.634170692565435,97.26380591351375
130,2734.6459884109195,78,863.8827587699402,720.717303669743,728.0192899193423,11.0,0.9771338894644968,0.3795743564094844,143.16545510019716,135.86346885059788,16.572324617757932,15.727072623147414,96.54932403264105
131,3346.1919100981827,151,1004.5697654258493,833.2792219086591,853.117452523674,11.0,0.4057056865495291,0.1709617045781745,171.29054351719014,151.4523129021752,17.051134666050597,15.076335971347172,98.44580268565296
132,2691.6538818279178,135,736.2908760902532,701.9868072074703,709.350387661421,0.0,0.0,0.0,34.30406888278287,26.940488428832168,4.659037616347964,3.658946389759399,
